SAP_ID,LATITUDE,LONGITUDE
I-DL-DLHI-ENB-4262,28.71357222,77.26734139
I-DL-DLHI-ENB-2560,28.71363333,77.25915278
I-DL-DLHI-ENB-9430,28.714527,77.258026
I-DL-DLHI-ENB-9861,28.71473333,77.26034444
I-DL-DLHI-ENB-0125,28.71483889,77.25049528
I-DL-DLHI-ENB-4260,28.71521,77.25226
I-DL-DLHI-ENB-6515,28.71526111,77.27712778
I-DL-DLHI-ENB-1390,28.71531389,77.28118056
I-DL-DLHI-ENB-9865,28.71564722,77.26553611
I-DL-DLHI-ENB-6585,28.716275,77.26708194
I-DL-DLHI-ENB-1435,28.71646667,77.27193056
I-DL-DLHI-ENB-3862,28.71652,77.28735
I-DL-DLHI-ENB-4267,28.7166675,77.26173889
I-DL-DLHI-ENB-4210,28.71742611,77.2698
I-DL-DLHI-ENB-9867,28.71776028,77.28098889
I-DL-DLHI-ENB-1417,28.71785056,77.2768
I-DL-DLHI-ENB-6503,28.71852917,77.28914167
I-DL-DLHI-ENB-6548,28.71909167,77.24917222
I-DL-DLHI-ENB-9550,28.71913556,77.26609444
I-DL-DLHI-ENB-3101,28.7193,77.24618611
I-DL-DLHI-ENB-1434,28.71939889,77.269625
I-DL-DLHI-ENB-4268,28.71942,77.27565
I-DL-DLHI-ENB-3865,28.71943833,77.27997222
I-DL-DLHI-ENB-9562,28.71961944,77.27198611
I-DL-DLHI-ENB-3868,28.72060833,77.28347972
I-DL-DLHI-ENB-5171,28.72115,77.24898889
I-DL-DLHI-ENB-6557,28.72116389,77.28128889
I-DL-DLHI-ENB-9872,28.72156667,77.25891111
I-DL-DLHI-ENB-9873,28.72176667,77.27310833
I-DL-DLHI-ENB-6942,28.72185556,77.27479444
I-DL-DLHI-ENB-5490,28.72194722,77.27644167
I-DL-DLHI-ENB-1436,28.72260833,77.28446861
I-DL-DLHI-ENB-0279,28.723341,77.286629
I-DL-DLHI-ENB-3875,28.72342778,77.28127222
I-DL-DLHI-ENB-1451,28.72368611,77.26651944
I-DL-DLHI-ENB-6530,28.723725,77.27052778
I-DL-DLHI-ENB-4273,28.72382222,77.27312778
I-DL-DLHI-ENB-3877,28.72382778,77.24807778
I-DL-DLHI-ENB-3105,28.72383611,77.26275556
I-DL-DLHI-ENB-1438,28.72499444,77.27638611
I-DL-DLHI-ENB-3883,28.72565833,77.25969167
I-DL-DLHI-ENB-9877,28.72590556,77.24672222
I-DL-DLHI-ENB-4237,28.72608056,77.2721
I-DL-DLHI-ENB-3885,28.72634722,77.26591389
I-DL-DLHI-ENB-3782,28.72645556,77.27895833
I-DL-DLHI-ENB-1453,28.72654167,77.28134722
I-DL-DLHI-ENB-6539,28.72702222,77.24606389
I-DL-DLHI-ENB-9875,28.72719722,77.26074444
I-DL-DLHI-ENB-1469,28.72749722,77.26294167
I-DL-DLHI-ENB-9883,28.728598,77.24723
I-DL-DLHI-ENB-9885,28.72883611,77.26417222
I-DL-DLHI-ENB-9576,28.72974167,77.25001278
I-DL-DLHI-ENB-6943,28.73008056,77.26970556
I-DL-DLHI-ENB-6516,28.73059167,77.26292222
I-DL-DLHI-ENB-2476,28.73079167,77.28029722
I-DL-DLHI-ENB-1456,28.73095,77.27326111
I-DL-DLHI-ENB-4206,28.73125833,77.25226889
I-DL-DLHI-ENB-6531,28.73165278,77.27679722
I-DL-DLHI-ENB-9890,28.73208889,77.27542222
I-DL-DLHI-ENB-4283,28.73214,77.26931
I-DL-DLHI-ENB-1510,28.73262222,77.24849444
I-DL-DLHI-ENB-1468,28.73377056,77.27336111
I-DL-DLHI-ENB-2579,28.73378167,77.26160833
I-DL-DLHI-ENB-0152,28.73405722,77.25506944
I-DL-DLHI-ENB-2582,28.73464639,77.27133056
I-DL-DLHI-ENB-3103,28.73493861,77.2597
I-DL-DLHI-ENB-9592,28.7376,77.25476111
I-DL-DLHI-ENB-5173,28.73915556,77.25062139
I-DL-DLHI-ENB-3928,28.74275556,77.25328889
I-DL-DLHI-ENB-9608,28.74863333,77.24837778
I-DL-DLHI-ENB-1507,28.74882778,77.25212222
I-DL-DLHI-ENB-0154,28.75020472,77.25881111
I-DL-DLHI-ENB-9902,28.75280278,77.24797222
I-DL-LONI-ENB-3426,28.75904444,77.24536111
